,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
46123,385,220,42.18181818,238.5909091,170,346,372,928,23,16.13636364,20,0.021119324,1.0,114,1,0.043294615,88,8,0.0,1
55027,389,221,39.02702703,214.4054054,230,665,596,1444,24,10.08108108,43,0.029512697,1.0,118,3,0.054221002,87,15,0.0,3
42405,389,221,38.15,205.775,258,664,598,1526,24,9.725,45,0.028901734,1.0,121,3,0.053307643,86,16,0.113636364,3
6188,395,222,48.47727273,282.7187218,350,828,745,2133,27,12.51710189,72,0.034656655,1.333333333,124,5,0.053810292,88,12,0.0,4
84,392,222,47.57142857,256.015625,509,1176,920,2997,24,11.234375,119,0.039003605,1.833333333,126,60,0.05899705,87,19,0.0,11
50534,389,221,37.48717949,205.5384615,231,676,604,1462,24,9.692307692,44,0.029769959,1.0,119,3,0.054803789,87,16,0.05,3
44761,389,221,38.02272727,203.0681818,270,697,672,1673,24,10.09090909,60,0.034642032,1.0,122,3,0.059468822,86,18,0.0,3
36104,389,221,39.4,215.7142857,223,604,572,1379,24,10.54285714,43,0.030670471,1.0,119,2,0.054921541,87,14,0.0,2
55972,389,221,38.52380952,204.8571429,265,702,643,1618,24,9.642857143,47,0.028502122,1.0,121,3,0.053365676,87,16,0.023255814,3
34277,389,221,37.71052632,202.3684211,226,627,580,1433,24,9.710526316,44,0.030199039,1.0,119,2,0.055593686,86,15,0.0,2
4067,395,222,49.92682927,300.9883971,334,774,741,2047,27,13.2077719,66,0.032901296,1.5,124,4,0.052342971,88,12,0.062711906,3
36601,389,221,36.92857143,204.0,252,703,650,1551,24,9.547619048,44,0.028205128,18.0,119,22079,0.052564103,86,18,0.071428571,90
49927,389,221,35.72972973,187.8974359,214,603,518,1322,24,9.128205128,134,0.094968108,1.0,117,2,0.11977321,88,15,0.0,2
16933,395,222,49.625,292.6874821,333,803,729,1985,27,12.82913691,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
9500,392,222,44.16721164,242.0514611,395,1005,768,2075,24,11.4709908,76,0.035873411,1.707782499,122,74,0.057497611,87,19,0.0,11
3569,395,222,52.23329092,304.088903,398,897,757,2089,27,13.23890303,80,0.038271459,1.25,123,6,0.055972008,88,12,0.0,5
42168,389,221,38.90243902,213.4878049,274,702,654,1595,24,10.04878049,45,0.027985075,12.2,119,18559,0.052238806,87,16,0.130434783,61
47093,389,221,38.09302326,202.627907,263,728,644,1638,24,9.720930233,57,0.034172662,1.0,119,3,0.059352518,87,18,0.0,3
37598,389,221,39.4,215.2857143,223,605,572,1379,24,10.37142857,43,0.030670471,1.0,119,2,0.054921541,87,14,0.0,2
28348,395,222,51.80614506,312.4937315,437,894,779,2255,27,13.75299861,87,0.039019281,1.223541005,124,6,0.057598904,88,12,0.0,5
33614,389,221,39.14634146,207.8292683,267,667,642,1605,24,9.707317073,45,0.027322404,1.0,121,3,0.051608986,86,16,0.088888889,3
48437,389,221,39.08108108,215.3513514,230,673,594,1446,24,10.18918919,42,0.02872777,1.0,119,3,0.053351573,86,15,0.097560976,3
30938,389,221,39.19047619,211.9285714,264,694,662,1646,24,10.9047619,51,0.030070755,1.5,123,403,0.054245283,88,16,0.023255814,6
4678,392,222,49.21428571,281.4084114,429,1252,825,2067,24,11.41380928,102,0.047819972,2.0,124,77,0.067041725,87,16,0.085106383,12
46911,389,221,38.75,211.0681818,285,731,698,1705,24,10.15909091,54,0.030734206,9.666666667,123,18456,0.054638589,86,16,0.022727273,58
47158,389,221,37.5,202.95,233,690,602,1500,24,9.575,43,0.028382838,1.0,119,3,0.054125413,86,16,0.0,3
19775,395,222,49.76923077,292.2002999,329,801,723,1941,27,12.80193134,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
24571,392,222,44.1334269,253.9614153,337,859,718,1803,24,10.9656407,79,0.043610008,1.333333333,126,5,0.064517507,87,16,0.197680367,4
56195,389,221,39.18918919,216.8108108,231,673,596,1450,24,10.27027027,44,0.030054645,1.0,119,3,0.054644809,86,15,0.0,3
47310,389,221,39.34285714,214.5428571,223,599,570,1377,24,10.34285714,42,0.030021444,1.0,119,2,0.054324518,86,14,0.0,2
34912,389,221,39.19512195,208.5609756,267,676,642,1607,24,9.829268293,45,0.027289266,1.0,122,3,0.051546392,87,16,0.108695652,3
17141,395,222,49.625,292.575,333,803,729,1985,27,12.85,64,0.033126294,1.5,122,4,0.051759834,88,12,0.0,3
39238,389,221,38.97368421,212.3684211,237,681,596,1481,24,9.921052632,45,0.030080214,1.0,119,3,0.054812834,86,15,0.0,3
18295,395,222,48.7422483,285.0903124,353,831,779,2209,27,12.51922726,75,0.034678308,1.333333333,125,5,0.054275474,88,12,0.00699807,4
56034,389,221,38.275,207.55,255,694,610,1531,24,9.8,46,0.029696578,1.0,119,86,0.053582957,87,16,0.093023256,4
9753,395,222,47.98613827,271.8604941,356,847,755,2158,27,12.18580348,76,0.036149858,1.25,125,6,0.054964679,88,12,0.021813032,5
15591,395,222,51.75,305.6708283,400,870,735,2070,27,13.84466507,74,0.036327933,1.25,123,6,0.054982818,88,12,0.024390244,5
22378,395,222,47.97777778,271.7680697,357,848,755,2159,27,12.17436483,77,0.036201222,1.25,126,6,0.055007052,88,12,0.022222222,5
41120,389,221,37.525,202.0,233,690,602,1501,24,9.4,43,0.028401585,1.0,119,3,0.054161162,86,16,0.0,3
16676,395,222,48.93181818,287.9282966,347,791,750,2153,27,12.64714035,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
27207,395,222,52.2,305.6022789,399,898,760,2088,27,13.45811955,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
1541,395,222,49.625,293.2019199,333,803,729,1985,27,12.86455998,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
20378,395,222,50.025,298.725,331,767,739,2001,27,13.08988475,63,0.032192131,1.5,124,4,0.051609607,88,12,0.047619048,3
15821,395,222,50.0,289.324569,353,848,735,2050,27,12.84065319,60,0.02955665,1.333333333,123,5,0.048275862,88,14,0.068181818,4
57571,389,221,39.025,208.575,252,669,608,1561,24,9.9,46,0.028967254,1.0,122,3,0.052896725,86,16,0.111111111,3
52870,389,221,39.17073171,208.3414634,267,669,642,1606,24,9.804878049,46,0.027895694,1.0,122,3,0.05215282,87,16,0.088888889,3
55707,389,221,38.07692308,206.974359,232,687,607,1485,24,9.641025641,45,0.030040053,1.0,119,3,0.054739653,87,16,0.025641026,3
46236,389,221,36.95121951,198.9756098,232,692,602,1515,24,9.268292683,43,0.028031291,1.0,120,3,0.05345502,87,16,0.069767442,3
44727,389,221,39.42105263,214.8947368,252,683,598,1498,24,10.15789474,44,0.029023747,1.0,120,3,0.053430079,86,15,0.0,3
41328,389,221,37.5,202.95,234,690,602,1500,24,9.5,43,0.028420357,1.0,119,3,0.05419696,86,16,0.0,3
52416,389,221,38.80952381,589.6190476,264,689,653,1630,24,10.83333333,49,0.02920143,1.0,122,3,0.05363528,87,16,0.045454545,3
15905,388,220,40.79472325,224.1724758,187,431,418,1120,26,14.47951644,23,0.020699286,1.0,113,1,0.045425869,88,11,0.0,1
550,395,222,52.70731707,307.9756098,442,912,771,2161,27,13.80487805,89,0.040994933,1.2,123,7,0.058498388,88,12,0.0,6
54869,389,221,38.34090909,201.5681818,269,697,653,1687,24,9.704545455,51,0.029360967,1.0,122,4,0.054116292,86,17,0.0,4
3918,392,222,44.52197987,253.7852167,357,920,750,2092,24,11.41475058,82,0.038644489,1.333333333,126,5,0.059385889,87,17,0.096153846,4
19525,395,222,50.14285714,283.0238095,364,816,748,2106,27,12.83333333,79,0.037476281,1.25,124,6,0.05597723,88,12,0.045454545,5
26604,395,222,49.85394406,297.8305067,369,831,772,2178,27,13.13220128,73,0.034227813,1.333333333,124,5,0.053673558,88,12,0.0,4
1803,395,222,52.2569108,306.1854822,403,877,780,2194,27,13.34715494,79,0.03645946,1.25,125,6,0.054919947,88,12,0.0,5
33055,389,221,39.24324324,216.0,230,668,596,1452,24,10.27027027,43,0.02931152,1.0,120,3,0.053851397,87,15,0.0,3
2132,395,222,48.56516315,281.1625303,368,811,738,2087,27,12.44489481,70,0.03364782,1.333333333,123,5,0.052866248,88,12,0.02264129,4
57725,389,221,38.07894737,199.4102564,227,628,582,1447,24,9.512820513,45,0.031098825,1.666666667,119,17,0.05666897,87,16,0.0,5
47461,389,221,38.65853659,208.902439,260,665,646,1585,24,10.2195122,48,0.029429798,1.0,123,3,0.053341508,86,16,0.14893617,3
31018,389,221,39.31707317,213.3658537,262,671,651,1612,24,11.0,55,0.033033033,1.0,122,4,0.056456456,86,16,0.069767442,4
28304,395,222,49.625,292.7095363,333,803,729,1985,27,12.81488408,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
13533,392,222,45.41833145,265.7346741,372,940,739,1862,24,11.19512195,80,0.042723498,1.666666667,126,7,0.062819352,87,17,0.186305799,5
44618,389,221,39.23684211,213.8157895,252,675,598,1491,24,10.0,44,0.029139073,1.0,118,3,0.053642384,86,15,0.136363636,3
50061,389,221,37.81395349,198.3255814,264,694,624,1626,24,9.302325581,47,0.028228228,1.0,122,3,0.053453453,87,17,0.044444444,3
19510,392,221,44.13803511,257.5378038,218,576,501,1301,27,13.98504286,26,0.020743106,1.0,115,1,0.042334223,88,13,0.0,1
2648,395,222,49.42440585,292.9465396,386,922,786,2195,27,13.39181636,62,0.028938503,1.25,123,6,0.048227154,88,13,0.03380615,5
42741,389,221,39.26190476,215.9285714,281,679,686,1649,24,10.52380952,47,0.027744982,11.4,122,18455,0.051357733,86,16,0.023809524,57
8883,395,222,50.31707317,290.3382733,369,800,731,2063,27,13.22633225,58,0.028834837,1.0,123,3,0.048223779,88,13,0.0,3
10056,395,222,49.3902439,293.6359646,335,803,735,2025,27,13.0,61,0.03131423,1.5,123,4,0.050099017,88,12,0.0,3
44899,389,221,38.27272727,205.7045455,270,702,678,1684,24,10.70454545,58,0.033314187,1.0,122,3,0.058012636,87,18,0.022222222,3
28007,395,222,49.69194024,299.5888416,339,763,690,1568,27,13.53744636,57,0.037584509,1.5,123,4,0.055132517,88,11,0.223073525,3
49736,389,221,39.31578947,214.5263158,250,685,600,1494,24,10.10526316,45,0.029722589,1.0,119,3,0.054161162,86,15,0.073170732,3
57211,389,221,38.9,208.175,263,662,608,1556,24,9.825,45,0.028248588,1.0,121,3,0.052730697,87,16,0.069767442,3
10962,395,222,52.47596373,306.4834021,416,926,771,2151,27,13.41068709,87,0.040487121,1.2,123,7,0.058086836,88,12,0.0,6
9416,395,222,50.41463415,291.4695288,360,803,748,2067,27,12.86891073,75,0.036319613,1.333333333,123,5,0.05472155,88,12,0.0,4
42701,389,221,38.75,210.8409091,285,731,698,1705,24,10.11363636,54,0.030734206,9.666666667,123,18456,0.054638589,87,16,0.022727273,58
32205,389,221,39.08108108,215.5135135,230,672,596,1446,24,10.10810811,43,0.029431896,1.0,119,3,0.054072553,86,15,0.195652174,3
54952,389,221,36.90243902,198.7560976,233,690,604,1513,24,9.268292683,46,0.029967427,1.0,119,4,0.055374593,86,16,0.111111111,4
10394,395,222,47.79393678,284.8194906,295,749,640,1492,27,12.3731376,50,0.034585144,1.615194736,123,3,0.052832413,88,11,0.120654034,2
5945,392,222,44.2,242.7477093,370,899,748,1989,24,10.35914956,94,0.046488625,1.2,127,7,0.067260138,87,17,0.153846154,6
14920,392,222,42.90600616,246.4816034,341,912,724,1886,24,10.38111022,80,0.042180056,1.377876341,126,7,0.063571576,87,17,0.18911341,5
8771,395,222,50.025,300.8309756,336,795,738,2001,27,13.3,63,0.032357473,1.5,123,4,0.050847458,88,12,0.047619048,3
56581,389,221,37.30232558,197.2325581,263,682,616,1604,24,9.279069767,47,0.028606208,1.0,122,3,0.054169203,87,17,0.065217391,3
33754,389,221,39.05405405,214.7027027,230,665,596,1445,24,10.08108108,43,0.029411765,1.0,118,3,0.054035568,86,15,0.139534884,3
9749,395,222,50.22727273,296.7094137,390,878,842,2210,27,12.96672047,72,0.033103448,1.25,124,6,0.052413793,88,13,0.022222222,5
11264,392,222,44.79069767,263.5297582,373,970,756,1926,24,11.27736124,79,0.040450589,1.25,126,6,0.0609319,87,17,0.20754717,5
50136,389,221,38.5952381,209.3095238,261,684,648,1621,24,10.73809524,51,0.030520646,1.0,122,4,0.055056852,87,16,0.066666667,4
19053,395,222,52.25222744,306.0669737,403,877,780,2194,27,13.252995,79,0.036462771,1.25,125,6,0.054924934,88,12,0.0,5
29797,389,221,39.02702703,214.8378378,230,671,594,1444,24,10.18918919,42,0.028806584,1.0,119,3,0.053497942,86,15,0.0,3
18884,392,222,47.12,271.9417484,439,1024,809,2356,24,11.81903994,93,0.038782319,1.25,126,6,0.058798999,87,17,0.056603774,5
12701,395,222,46.35073101,278.8905803,296,747,651,1473,27,12.26068734,52,0.036811678,1.895472756,123,3,0.055218198,88,11,0.186113703,2
40598,389,221,39.08108108,215.7027027,230,674,596,1446,24,10.21621622,43,0.029492455,1.0,119,3,0.054183813,86,15,0.0,3
3062,392,222,44.2,242.9371965,370,899,749,1989,24,10.38528561,94,0.046488625,1.2,127,7,0.067260138,87,17,0.153846154,6
19961,392,222,42.44109874,246.5360374,327,892,722,1819,24,10.4624009,77,0.042209341,1.333333333,126,5,0.06358581,87,17,0.195814507,4
53278,389,221,39.76923077,217.4871795,259,654,634,1551,24,10.74358974,47,0.029430182,1.0,122,3,0.053224796,86,15,0.093023256,3
42980,389,221,37.95238095,202.7619048,243,717,640,1594,24,9.642857143,56,0.034567901,1.0,119,3,0.059876543,86,18,0.0,3
15390,393,222,46.42623447,264.9507158,443,986,864,2816,25,11.03398163,90,0.031918288,1.537613317,124,27,0.051416235,87,14,0.029087215,6
54325,389,221,36.24324324,183.5405405,203,512,482,1341,24,9.837837838,40,0.028985507,1.0,116,2,0.055072464,88,14,0.0,2
41847,389,221,38.675,213.725,252,691,650,1547,24,9.975,43,0.027546445,12.2,119,18559,0.051889814,86,16,0.025,61
15124,395,222,49.625,292.8196184,333,803,729,1985,27,12.85,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
30491,389,221,37.76086957,198.1956522,278,717,683,1737,24,9.804347826,59,0.032869081,1.0,122,3,0.057938719,86,19,0.0,3
57439,389,221,39.56097561,211.4390244,267,670,645,1622,24,10.17073171,46,0.027594481,1.0,123,3,0.051589682,86,16,0.046511628,3
31083,389,221,38.60465116,208.3953488,284,690,664,1660,24,9.697674419,46,0.027106659,12.2,122,18559,0.051266942,86,17,0.023255814,61
34509,389,221,38.65116279,206.1627907,268,737,660,1662,24,9.976744186,47,0.027517564,1.0,122,3,0.052107728,86,17,0.022727273,3
43746,389,221,39.76923077,217.5897436,259,654,634,1551,24,10.71794872,47,0.029430182,1.0,122,3,0.053224796,86,15,0.093023256,3
56340,389,221,37.77272727,197.8863636,270,695,651,1662,24,9.227272727,48,0.028119508,1.0,122,3,0.0533099,86,17,0.022222222,3
41835,389,221,39.23076923,212.8717949,260,687,604,1530,24,10.05128205,45,0.028809219,1.0,121,3,0.053137004,87,15,0.093023256,3
809,392,222,46.02173913,266.0869565,419,1154,826,2117,24,11.56521739,87,0.039871677,1.714285714,123,77,0.060494959,87,18,0.021276596,12
37721,389,221,38.14285714,205.4285714,262,675,642,1602,24,10.14285714,48,0.029108551,1.0,122,3,0.053972104,86,16,0.0,3
10910,395,222,52.2,303.75,398,897,758,2088,27,13.19901638,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
22827,395,222,51.07692308,298.1539208,350,834,723,1992,27,13.26800211,60,0.030425963,1.333333333,123,5,0.048681542,88,12,0.083686409,4
57959,389,221,39.14634146,209.195122,267,667,642,1605,24,10.04878049,45,0.027305825,1.0,121,3,0.05157767,86,16,0.068181818,3
22815,395,222,52.6097561,310.1670292,424,932,768,2157,27,13.53244782,88,0.040627886,1.2,123,7,0.058171745,88,12,0.0,6
35443,389,221,38.47368421,211.4736842,231,679,602,1462,24,9.894736842,44,0.029669589,1.0,119,3,0.054619016,87,16,0.11627907,3
53671,389,221,37.44186047,197.6744186,264,686,616,1610,24,9.279069767,48,0.029090909,1.0,122,3,0.054545455,87,17,0.065217391,3
38412,389,221,38.95454545,205.5,277,723,666,1714,24,9.840909091,47,0.027679623,1.0,122,3,0.052414605,87,17,0.0,3
19396,392,222,44.2,242.6577358,370,899,748,1989,24,10.34475591,94,0.046488625,1.2,127,7,0.067260138,87,17,0.153846154,6
22380,395,222,50.46565341,292.8560796,351,843,727,2018,27,12.86238638,60,0.030020624,1.333333333,123,5,0.048533342,88,13,0.090909091,4
16570,395,222,49.53846154,281.4435103,321,774,725,1932,27,12.59511787,66,0.034472288,1.333333333,124,5,0.053210292,88,12,0.019268577,4
54143,389,221,39.02702703,214.8648649,230,666,594,1444,24,10.08108108,43,0.029391661,1.0,119,3,0.053998633,87,15,0.075,3
38378,378,219,35.55263158,954.1842105,198,490,463,1351,21,9.157894737,42,0.030172414,1.0,116,2,0.056752874,88,15,0.0,2
52558,389,221,38.57142857,206.7380952,263,679,642,1620,24,10.14285714,49,0.029376499,1.0,122,3,0.053956835,88,16,0.045454545,3
35594,389,221,38.73170732,209.3658537,276,713,642,1588,24,10.0,45,0.028107433,1.2,119,45779,0.051217989,87,16,0.024390244,6
17995,395,222,52.2424486,306.2488447,403,877,780,2194,27,13.35714286,79,0.036469684,1.25,125,6,0.054935346,88,12,0.0,5
31877,389,221,40.05128205,220.6923077,259,654,640,1562,24,11.43589744,46,0.028624767,1.0,122,3,0.052271313,86,15,0.093023256,3
26492,395,222,51.09756098,304.1919403,421,879,740,2095,27,13.95716717,74,0.035887488,1.25,123,6,0.054801164,88,13,0.0,5
14597,395,222,52.49034926,307.2014618,420,963,803,2204,27,13.58946076,89,0.040202416,1.2,123,7,0.057819206,88,12,0.0,6
50819,389,221,39.56097561,211.3170732,267,668,645,1622,24,10.2195122,47,0.028177458,1.0,123,3,0.052158273,87,16,0.108695652,3
5819,395,222,50.22727273,296.514236,389,878,839,2210,27,12.94071255,72,0.033103448,1.25,123,6,0.052413793,88,13,0.003091894,5
28720,395,222,49.76190476,292.0238095,360,808,746,2090,27,12.81255845,73,0.035505837,1.333333333,123,5,0.054961089,88,12,0.0,4
27241,395,222,48.59877494,288.5087357,346,829,747,2089,27,12.69006704,69,0.033533454,1.333333333,123,5,0.051871371,88,12,0.030842135,4
51932,389,221,37.26829268,200.5853659,238,680,604,1528,24,9.414634146,46,0.02946829,1.0,121,3,0.055092889,86,16,0.127659574,3
42616,389,221,38.65853659,211.4146341,270,679,648,1585,24,9.780487805,45,0.028019925,12.2,119,18559,0.052303861,86,16,0.090909091,61
46835,389,221,44.25,250.21875,258,599,619,1416,24,12.15625,35,0.024137931,1.0,122,2,0.045517241,86,11,0.085714286,2
8116,395,222,51.68430471,315.2322943,397,914,769,2123,27,14.19398522,69,0.033461749,1.632062216,124,6,0.052196534,88,12,0.0,5
26965,392,222,44.43342457,247.9683953,380,1011,805,2275,24,10.93322883,83,0.036682452,1.219192823,127,6,0.058071892,87,20,0.094829501,5
18798,395,222,48.93181818,287.5321474,347,791,750,2153,27,12.58814248,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.015716525,4
46108,389,221,37.13157895,195.2894737,216,598,524,1411,24,9.736842105,42,0.02892562,1.0,119,2,0.054407713,88,13,0.0,2
11236,395,222,52.225,308.0843205,406,901,765,2089,27,13.81845106,78,0.037864078,1.25,123,6,0.05631068,88,12,0.024390244,5
37953,389,221,36.47727273,195.6136364,260,690,613,1605,24,9.522727273,59,0.037412809,1.0,121,1,0.061509195,55,18,0.022222222,1
54497,389,221,39.57142857,214.5142857,223,599,572,1385,24,10.25714286,43,0.030561478,1.0,120,2,0.054726368,87,14,0.0,2
1698,392,222,47.44571365,260.7618938,481,1162,844,2540,24,11.37161309,109,0.042892191,1.348317442,127,44,0.062756819,87,19,0.053365116,11
35188,389,221,39.225,210.325,260,662,634,1569,24,10.0,44,0.0275,1.0,120,3,0.051875,86,15,0.111111111,3
7613,392,222,43.75638056,251.6342879,327,853,724,1794,24,10.77563805,76,0.04190206,1.466860045,127,4,0.062801866,87,16,0.21256722,3
18341,395,222,52.07097322,305.7552972,399,900,760,2082,27,13.55529719,77,0.037740524,1.25,123,6,0.056053778,88,12,0.0,5
29712,389,221,36.73333333,195.2666667,270,689,619,1653,24,9.422222222,61,0.037515375,1.0,123,2,0.061500615,55,18,0.02173913,2
15555,395,222,48.93181818,285.9091531,347,791,750,2153,27,12.47722093,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
34481,389,221,38.70731707,211.3902439,270,680,650,1587,24,9.658536585,45,0.028002489,12.4,119,18505,0.052271313,86,16,0.090909091,62
14945,395,222,49.12529355,286.9839193,380,930,793,2224,27,13.35151236,60,0.027445519,1.25,123,6,0.046628035,88,14,0.0,5
29396,389,221,38.33333333,209.1428571,256,748,666,1610,24,9.714285714,49,0.030153846,10.5,120,18506,0.054769231,86,16,0.023809524,63
5631,395,222,49.64285714,296.2933156,343,779,747,2085,27,12.96186454,66,0.032289628,1.5,125,4,0.0518591,88,12,0.045454545,3
35763,389,221,40.0,220.3076923,259,652,640,1560,24,11.33333333,47,0.029265255,1.0,121,3,0.052926526,87,15,0.071428571,3
17122,395,222,49.625,292.6309491,333,803,729,1985,27,12.86398729,64,0.033126294,1.5,122,4,0.051759834,88,12,0.004548711,3
21063,395,222,49.22303069,278.0902418,368,825,752,2151,27,12.14110746,77,0.036380328,1.25,123,6,0.055224361,88,12,0.006268203,5
34119,389,221,38.47727273,206.2045455,270,697,654,1693,24,10.72727273,47,0.027027027,1.0,122,4,0.051753882,87,17,0.0,4
34961,389,221,39.02702703,214.6486486,230,665,596,1444,24,10.08108108,43,0.029492455,1.0,118,3,0.054183813,87,15,0.0,3
7936,395,222,50.22727273,296.6046961,389,878,841,2210,27,12.95002152,72,0.033103448,1.25,123,6,0.052413793,88,13,0.020010521,5
44329,389,221,37.92857143,202.7142857,243,717,640,1593,24,9.714285714,56,0.034589253,1.0,119,3,0.059913527,86,18,0.0,3
45396,389,221,44.92592593,268.1851852,216,556,518,1213,24,13.88888889,30,0.024154589,1.0,121,2,0.045088567,88,9,0.0,2
54629,389,221,39.3902439,211.6097561,267,669,653,1615,24,10.19512195,47,0.028296207,1.0,122,3,0.052378085,86,16,0.068181818,3
37371,389,221,39.1,209.175,262,670,608,1564,24,9.875,45,0.028107433,1.0,123,3,0.052467208,87,16,0.024390244,3
22117,395,222,50.19545605,288.0962031,351,805,732,2018,27,12.93351506,60,0.03077207,1.156070008,123,4,0.049893923,88,13,0.029224004,3
37244,389,221,39.55263158,210.6052632,240,669,566,1503,24,9.973684211,49,0.031612903,1.0,118,71,0.05483871,88,15,0.026315789,4
57700,389,221,39.34146341,208.5365854,267,670,642,1613,24,9.780487805,45,0.027256208,1.0,123,3,0.051483949,86,16,0.088888889,3
28837,395,222,47.8125,270.9892061,405,890,768,2295,27,12.13077886,87,0.037744035,1.166666667,124,8,0.057266811,88,13,0.0,7
47683,385,220,35.32432432,171.0810811,197,477,446,1307,23,9.702702703,49,0.036162362,1.0,115,2,0.062730627,88,15,0.0,2
40281,389,221,38.33333333,206.047619,261,679,642,1610,24,10.04761905,51,0.030722892,1.0,122,4,0.055421687,86,16,0.023255814,4
36040,389,221,39.08108108,215.4054054,230,674,596,1446,24,10.08108108,43,0.029291553,1.0,119,3,0.053814714,87,15,0.097560976,3
20121,392,222,46.28964467,266.9233838,446,993,790,2313,24,11.91770061,107,0.045478662,1.167598133,126,7,0.065720455,87,17,0.000843592,6
13660,395,222,49.90909091,279.8220654,387,835,763,2196,27,12.59665946,86,0.039002268,1.25,122,6,0.057596372,88,13,0.0,5
57226,389,221,30.42857143,137.5816327,350,1714,916,2982,24,6.653061224,90,0.029654036,1.0,122,3,0.049752883,87,72,0.367346939,3
31792,389,221,37.93023256,320.627907,269,706,631,1631,24,9.581395349,47,0.028143713,1.0,122,3,0.053293413,87,17,0.0,8
58112,378,219,38.4516129,195.5806452,181,445,425,1192,21,11.0,38,0.030919447,1.0,114,2,0.055329536,88,13,0.0,2
9187,395,222,50.41860465,285.843816,377,826,759,2168,27,12.71892177,86,0.039503904,1.25,123,6,0.057877814,88,12,0.0,5
16796,392,222,49.21428571,278.7828632,433,1073,825,2067,24,11.63151625,102,0.047819972,2.0,124,77,0.067041725,87,16,0.086956522,12
43156,389,221,38.02631579,209.2368421,230,666,594,1445,24,9.815789474,42,0.028688525,1.0,119,3,0.053278689,86,15,0.119047619,3
11076,392,222,44.17796349,244.4276078,369,899,757,1988,24,10.64555871,94,0.046511436,1.2,127,7,0.067293141,87,17,0.153846154,6
33809,389,221,39.36585366,210.5365854,267,667,645,1614,24,10.2195122,46,0.027727547,1.0,121,3,0.051838457,87,16,0.046511628,3
12308,395,222,50.41463415,290.6851808,360,803,748,2067,27,12.75609756,75,0.036319613,1.333333333,123,5,0.05472155,88,12,0.0,4
6630,392,222,44.55624545,248.9311027,391,1007,812,2291,24,11.20693726,85,0.037813391,1.181534629,128,7,0.058930137,87,19,0.103279969,6
8890,395,222,46.9848014,278.6989161,304,768,655,1550,27,12.46990103,55,0.036588739,1.5,123,4,0.055023484,88,12,0.159659904,3
15833,392,222,45.62264151,255.209486,459,1019,792,2418,24,11.16850346,114,0.045949214,1.125,126,10,0.066505441,87,17,0.015071544,9
38048,389,221,39.05405405,214.3513514,230,665,596,1445,24,10.02702703,43,0.029492455,1.0,118,3,0.054183813,87,15,0.0,3
47185,389,221,39.02702703,214.9189189,230,671,594,1444,24,10.13513514,42,0.028865979,1.0,119,3,0.053608247,87,15,0.0,3
52410,389,221,37.75,198.4090909,269,692,650,1661,24,9.363636364,47,0.02758216,1.25,122,53,0.052230047,87,17,0.0,5
16172,395,222,48.47727273,283.227103,350,828,745,2133,27,12.57159999,73,0.03494495,1.333333333,124,5,0.054092867,88,12,0.0,4
29200,395,222,51.85116553,302.5,403,877,771,2177,27,13.2499501,78,0.036580706,1.25,123,6,0.055190773,88,12,0.023255814,5
4768,395,222,48.47727273,282.8823768,350,828,745,2133,27,12.50079735,73,0.03494495,1.333333333,124,5,0.054092867,88,12,0.0,4
50809,389,221,39.36585366,210.4146341,267,667,645,1614,24,10.17073171,46,0.027727547,1.0,121,3,0.051838457,87,16,0.046511628,3
23359,395,222,48.93181818,286.7988659,347,791,750,2153,27,12.45937441,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.002360826,4
33530,389,221,38.27272727,199.1590909,270,692,651,1684,24,9.295454545,46,0.026635785,1.0,122,4,0.051534453,87,17,0.0,4
35960,389,221,39.05405405,215.3243243,230,673,594,1445,24,10.10810811,42,0.028708134,1.0,119,3,0.053315106,86,15,0.075,3
8422,395,222,48.9047619,289.9047619,338,813,736,2054,27,12.84139836,66,0.032950574,1.5,123,4,0.051922117,88,12,0.023255814,3
30211,389,221,38.63043478,206.0434783,293,750,715,1777,24,9.826086957,53,0.028993435,9.833333333,123,18522,0.053063457,86,17,0.02173913,59
43100,389,221,38.025,200.075,235,645,616,1521,24,9.775,56,0.035920462,1.0,119,2,0.060936498,86,17,0.0,2
38070,389,221,39.10810811,215.2162162,230,674,596,1447,24,10.18918919,43,0.029431896,1.0,119,3,0.054072553,88,15,0.0,3
