pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class,Category,Filename
41,16,10.31707317,0,211.6341463,1614,39.36585366,8677,211.6341463,0,641,3040,44,665,786,103,645,126,182,267,47,87,47,0.028313253,0.052409639,0.028313253,3,3,18,1,3,0,3,3,7,5,9,0.068181818,0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,121,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-2.raw
41,16,10.19512195,0,210.2926829,1605,39.14634146,8622,210.2926829,0,640,3019,44,667,766,103,642,126,180,267,45,85,45,0.027305825,0.05157767,0.027305825,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,121,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-3.raw
40,16,9.775,0,208.575,1556,38.9,8343,208.575,0,637,2929,43,662,708,101,608,123,177,262,45,84,45,0.028195489,0.052631579,0.028195489,3,3,18,1,1,0,1,1,5,3,7,0.024390244,0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,121,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-4.raw
39,15,9.948717949,0,210.8461538,1521,39,8223,210.8461538,0,634,2898,42,657,703,100,600,119,175,257,44,83,44,0.028350515,0.053479381,0.028350515,3,3,18,1,2,0,2,2,6,4,8,0.048780488,0,0.048780488,0.048780488,0.146341463,0.097560976,0.195121951,138,389,221,26,24,116,0,120,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-5.raw
37,15,10.10810811,0,215.3783784,1444,39.02702703,7969,215.3783784,0,621,2821,40,665,668,92,596,113,160,230,43,79,43,0.029371585,0.053961749,0.029371585,3,3,18,1,4,0,4,4,8,6,10,0.097560976,0,0.097560976,0.097560976,0.195121951,0.146341463,0.243902439,138,389,221,26,24,116,0,118,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-6.raw
37,15,10.18918919,0,215.4054054,1444,39.02702703,7970,215.4054054,0,626,2821,40,665,673,92,596,113,161,230,43,79,43,0.029452055,0.054109589,0.029452055,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-7.raw
37,15,10.10810811,0,214.8648649,1444,39.02702703,7950,214.8648649,0,621,2821,40,665,664,92,596,113,160,230,43,79,43,0.029512697,0.054221002,0.029512697,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,118,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-8.raw
35,14,10.25714286,0,214.4,1376,39.31428571,7504,214.4,0,618,2630,37,596,634,88,572,107,137,223,43,77,43,0.03073624,0.055039314,0.03073624,2,2,12,1,0,0,0,0,4,2,6,0,0,0,0,0.114285714,0.057142857,0.171428571,138,389,221,26,24,116,0,118,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fb45e22d0f65d31579a13d316a0fd50c38cb2c0207c916ec7251899972e3349-9.raw
42,16,10.69047619,0,209.1904762,1626,38.71428571,8786,209.1904762,0,661,3058,45,686,836,105,651,120,181,262,48,89,48,0.028690974,0.053197848,0.028690974,3,3,18,1,2,0,2,2,6,4,8,0.045454545,0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-1.raw
41,16,9.414634146,0,201.6097561,1557,37.97560976,8266,201.6097561,0,658,2899,44,712,678,100,609,116,171,240,46,86,46,0.029280713,0.054742202,0.029280713,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-10.raw
42,16,10.11904762,0,207.0714286,1626,38.71428571,8697,207.0714286,0,669,3032,45,686,789,105,651,120,182,263,48,89,48,0.028690974,0.053197848,0.028690974,3,3,18,1,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-2.raw
44,17,10.65909091,0,205.0909091,1680,38.18181818,9024,205.0909091,0,671,3173,47,701,867,109,654,126,187,270,49,92,49,0.028356481,0.053240741,0.028356481,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-3.raw
44,17,9.204545455,0,194.8409091,1623,36.88636364,8574,199.3953488,0,667,2997,46,696,727,107,617,123,184,265,47,89,47,0.028194361,0.053389322,0.028194361,3,3,18,1,0,0,1,0,5,2,7,0,0,0.022727273,0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-4.raw
43,17,9.348837209,0,198.8837209,1622,37.72093023,8552,198.8837209,0,668,2981,46,698,715,107,617,123,184,265,47,89,47,0.028245192,0.053485577,0.028245192,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-5.raw
42,16,9.5,0,200.8095238,1587,37.78571429,8434,200.8095238,0,666,2952,45,693,711,106,609,119,182,260,46,87,46,0.028430161,0.053770087,0.028430161,3,3,18,1,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,121,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-6.raw
41,16,9.56097561,0,204.1219512,1557,37.97560976,8369,204.1219512,0,662,2927,44,712,702,104,609,116,182,255,46,86,46,0.029095509,0.054395952,0.029095509,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-7.raw
41,16,9.43902439,0,203.4634146,1557,37.97560976,8342,203.4634146,0,664,2914,44,712,691,104,609,116,183,255,46,86,46,0.029224905,0.054637865,0.029224905,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-8.raw
41,16,9.585365854,0,203.5609756,1557,37.97560976,8346,203.5609756,0,661,2922,44,712,698,104,609,116,182,255,46,86,46,0.029262087,0.054707379,0.029262087,3,3,18,1,0,0,0,0,4,2,6,0,0,0,0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd329b1b6d163bde041aa001580c031b58634b3058728de5407d23703241d47-9.raw
42,16,10.78571429,0,209.7857143,1628,38.76190476,8811,209.7857143,0,662,3064,45,683,842,105,650,123,178,262,48,89,48,0.028656716,0.053134328,0.028656716,4,4,24,1,3,0,3,3,7,5,9,0.066666667,0,0.066666667,0.066666667,0.155555556,0.111111111,0.2,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-1.raw
40,16,9.625,0,203.875,1511,37.775,8155,203.875,0,648,2873,43,696,676,98,606,116,162,233,45,84,45,0.029508197,0.055081967,0.029508197,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-10.raw
42,16,10.11904762,0,206.6190476,1617,38.5,8678,206.6190476,0,662,3023,45,683,783,105,644,123,178,262,48,89,48,0.028846154,0.053485577,0.028846154,4,4,24,1,3,0,3,3,7,5,9,0.066666667,0,0.066666667,0.066666667,0.155555556,0.111111111,0.2,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-2.raw
44,17,9.772727273,0,201.1363636,1681,38.20454545,8850,201.1363636,0,664,3079,47,698,785,109,655,129,182,270,48,91,48,0.027777778,0.052662037,0.027777778,4,4,24,1,2,0,2,2,6,4,8,0.043478261,0,0.043478261,0.043478261,0.130434783,0.086956522,0.173913043,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-3.raw
44,17,9.386363636,0,198.6818182,1672,38,8742,198.6818182,0,664,3042,47,698,738,109,652,129,182,270,47,90,47,0.027389277,0.052447552,0.027389277,4,4,24,1,2,0,2,2,6,4,8,0.043478261,0,0.043478261,0.043478261,0.130434783,0.086956522,0.173913043,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-4.raw
43,17,9.418604651,0,198.8837209,1623,37.74418605,8552,198.8837209,0,661,2979,46,693,719,107,618,126,179,265,47,89,47,0.028279182,0.05354994,0.028279182,4,4,24,1,3,0,3,3,7,5,9,0.065217391,0,0.065217391,0.065217391,0.152173913,0.108695652,0.195652174,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-5.raw
42,16,9.476190476,0,200.452381,1588,37.80952381,8419,200.452381,0,658,2945,45,688,708,106,610,122,177,260,46,87,46,0.028377545,0.053670574,0.028377545,4,4,24,1,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,389,221,26,24,116,0,121,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-6.raw
41,16,9.56097561,0,203.097561,1552,37.85365854,8327,203.097561,0,654,2903,44,707,694,104,608,119,176,252,46,86,46,0.029224905,0.054637865,0.029224905,4,4,24,1,4,0,4,4,8,6,10,0.088888889,0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-7.raw
41,16,9.365853659,0,201.7560976,1546,37.70731707,8272,201.7560976,0,652,2895,44,706,681,100,608,119,164,239,46,86,46,0.029392971,0.054952077,0.029392971,4,4,24,1,3,0,3,3,7,5,9,0.068181818,0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-8.raw
40,16,9.675,0,204.325,1511,37.775,8173,204.325,0,650,2875,43,696,681,98,606,116,163,233,45,84,45,0.02948886,0.055045872,0.02948886,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-9.raw
32,13,12.25,0,191.78125,1168,36.5,6137,191.78125,0,560,1914,33,426,656,81,406,92,87,186,35,66,35,0.029118136,0.054908486,0.029118136,2,2,12,1,3,0,3,3,7,5,8,0.085714286,0,0.085714286,0.085714286,0.2,0.142857143,0.228571429,137,385,220,26,23,114,0,115,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-1.raw
34,13,10.08823529,0,205.2352941,1305,38.38235294,6978,205.2352941,0,581,2413,36,575,560,85,495,102,118,207,39,72,39,0.029039464,0.053611318,0.029039464,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.117647059,0.058823529,0.147058824,138,389,221,26,24,116,0,116,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-10.raw
32,13,12.25,0,193,1170,36.5625,6176,193,0,561,1936,33,434,660,81,406,92,87,186,36,67,36,0.029875519,0.05560166,0.029875519,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.125,0.0625,0.15625,137,385,220,26,23,114,0,115,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-2.raw
32,13,10.78125,0,184.71875,1170,36.5625,5911,184.71875,0,551,1863,33,434,563,81,406,92,87,186,36,67,36,0.029875519,0.05560166,0.029875519,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.125,0.0625,0.15625,137,385,220,26,23,114,0,115,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-3.raw
32,13,10.34375,0,182.40625,1170,36.5625,5837,182.40625,0,552,1838,33,434,526,81,406,92,87,186,36,67,36,0.029875519,0.05560166,0.029875519,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.125,0.0625,0.15625,137,385,220,26,23,114,0,115,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-4.raw
33,13,10.12121212,0,177.3939394,1172,35.51515152,5855,182.96875,0,553,1841,33,434,530,81,406,92,91,186,36,68,36,0.029850746,0.056384743,0.029850746,2,2,12,1,0,0,1,0,5,2,6,0,0,0.03030303,0,0.151515152,0.060606061,0.181818182,137,385,220,26,23,114,0,115,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-5.raw
31,13,10.83870968,0,194.3870968,1182,38.12903226,6026,194.3870968,0,554,1954,32,450,546,79,417,89,89,181,38,68,38,0.031173093,0.055783429,0.031173093,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.129032258,0.064516129,0.161290323,137,378,219,26,21,110,0,112,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-6.raw
32,13,10.65625,0,191.125,1201,37.53125,6116,191.125,0,556,1977,33,452,552,81,427,94,92,182,38,69,38,0.030694669,0.055735057,0.030694669,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.125,0.0625,0.15625,137,378,219,26,21,110,0,114,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-7.raw
33,13,10.18181818,0,187.7878788,1233,37.36363636,6197,187.7878788,0,564,1990,34,460,535,83,447,97,93,185,38,70,38,0.02992126,0.05511811,0.02992126,2,2,12,1,0,0,0,0,4,2,5,0,0,0,0,0.121212121,0.060606061,0.151515152,138,378,219,26,21,110,0,114,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-8.raw
34,13,10.52941176,0,204.7647059,1304,38.35294118,6962,204.7647059,0,575,2397,36,570,585,85,494,102,113,206,38,71,38,0.028337062,0.052945563,0.028337062,2,2,12,1,0,0,0,0,4,2,6,0,0,0,0,0.117647059,0.058823529,0.176470588,138,389,221,26,24,116,0,116,88,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fd5ec74580899846e6c609b12f422bf66378ad6085fad797d809c1e43bead9c-9.raw
43,16,10.46511628,0,204.1627907,1617,37.60465116,8780,209.047619,0,669,3052,45,679,836,105,648,120,178,260,47,88,47,0.028296207,0.052980132,0.028296207,3,3,18,1,1,0,2,1,6,3,8,0.022727273,0,0.045454545,0.022727273,0.136363636,0.068181818,0.181818182,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-1.raw
42,17,9.30952381,0,198.547619,1182,33.77142857,7862,206.8947368,0,647,2753,38,649,670,95,586,110,164,224,66,81,66,0.25095057,0.307984791,0.25095057,1,1,6,1,2,0,2,2,6,4,20,0.045454545,0,0.045454545,0.045454545,0.136363636,0.090909091,0.454545455,138,389,221,26,24,116,0,120,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-10.raw
42,16,10.0952381,0,205.8571429,1605,38.21428571,8646,205.8571429,0,666,3013,45,679,784,105,642,120,178,261,47,88,47,0.028588808,0.053527981,0.028588808,3,3,18,1,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,87,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-2.raw
44,17,9.75,0,200.7727273,1653,37.56818182,8787,204.3488372,0,662,3072,47,685,784,107,653,126,180,268,60,97,60,0.037290242,0.060285892,0.037290242,3,3,18,1,0,0,0,0,4,2,9,0,0,0,0,0.090909091,0.045454545,0.204545455,138,389,221,26,24,116,0,122,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-3.raw
46,18,9.239130435,0,194.8695652,1703,37.02173913,8925,198.3333333,0,674,3090,49,703,770,112,655,132,188,275,61,101,61,0.03641791,0.060298507,0.03641791,2,2,12,1,0,0,0,0,4,2,9,0,0,0,0,0.086956522,0.043478261,0.195652174,138,389,221,26,24,116,0,123,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-4.raw
45,18,9.4,0,195.1111111,1654,36.75555556,8741,198.6590909,0,671,3030,48,698,760,110,621,129,185,270,61,100,61,0.037515375,0.061500615,0.037515375,2,2,12,1,1,0,1,1,5,3,10,0.02173913,0,0.02173913,0.02173913,0.108695652,0.065217391,0.217391304,138,389,221,26,24,116,0,123,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-5.raw
44,17,9.5,0,196.3863636,1619,36.79545455,8602,200.0465116,0,668,2997,47,693,748,109,613,125,183,265,61,99,61,0.038340666,0.062225016,0.038340666,2,2,12,1,1,0,1,1,5,3,10,0.022222222,0,0.022222222,0.022222222,0.111111111,0.066666667,0.222222222,138,389,221,26,24,116,0,122,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-6.raw
43,17,9.348837209,0,197.5116279,1577,36.6744186,8454,201.2857143,0,665,2948,46,687,723,107,607,122,182,256,50,84,50,0.040883074,0.068683565,0.040883074,2,2,12,1,2,0,2,2,6,4,11,0.044444444,0,0.044444444,0.044444444,0.133333333,0.088888889,0.244444444,138,389,221,26,24,116,0,120,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-7.raw
43,17,9.302325581,0,196.0697674,1552,36.09302326,8394,199.8571429,0,661,2938,46,688,716,103,605,122,170,240,41,73,41,0.038425492,0.06841612,0.038425492,2,2,12,1,1,0,1,1,5,3,10,0.022727273,0,0.022727273,0.022727273,0.113636364,0.068181818,0.227272727,138,389,221,26,24,116,0,120,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-8.raw
42,17,9.380952381,0,198.8571429,1304,36.22222222,8145,208.8461538,0,646,2872,39,668,693,97,605,113,166,231,116,134,116,0.224806202,0.259689922,0.224806202,2,2,12,1,2,0,2,2,6,4,16,0.045454545,0,0.045454545,0.045454545,0.136363636,0.090909091,0.363636364,138,389,221,26,24,116,0,120,56,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-9.raw
42,16,10.71428571,0,209.3809524,1621,38.5952381,8794,209.3809524,0,665,3060,45,684,838,105,648,120,178,261,50,91,50,0.02994012,0.054491018,0.02994012,4,4,24,1,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-1.raw
40,16,9.55,0,204.225,1505,37.625,8169,204.225,0,652,2868,43,697,703,98,604,113,163,232,47,86,47,0.030921053,0.056578947,0.030921053,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-10.raw
42,16,10.0952381,0,206.547619,1610,38.33333333,8675,206.547619,0,665,3024,45,684,790,105,642,120,178,261,50,91,50,0.030138638,0.054852321,0.030138638,4,4,24,1,1,0,1,1,5,3,7,0.023255814,0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-2.raw
44,17,9.681818182,0,201.1363636,1674,38.04545455,8850,201.1363636,0,669,3081,47,699,790,109,653,126,182,269,50,93,50,0.029019153,0.053975624,0.029019153,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-3.raw
44,17,9.318181818,0,198.8409091,1665,37.84090909,8749,198.8409091,0,669,3046,47,699,750,109,650,126,182,269,49,92,49,0.028621495,0.053738318,0.028621495,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-4.raw
43,17,9.325581395,0,198.9069767,1616,37.58139535,8553,198.9069767,0,666,2979,46,694,729,107,616,123,179,264,49,91,49,0.029571515,0.054918527,0.029571515,4,4,24,1,1,0,1,1,5,3,7,0.022727273,0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,122,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-5.raw
41,16,9.414634146,0,203.4146341,1551,37.82926829,8340,203.4146341,0,659,2904,44,708,703,104,608,116,177,253,48,89,48,0.030456853,0.056472081,0.030456853,4,4,24,1,1,0,1,1,5,3,7,0.023809524,0,0.023809524,0.023809524,0.119047619,0.071428571,0.166666667,138,389,221,26,24,116,0,119,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-7.raw
40,16,9.5,0,204.425,1505,37.625,8177,204.425,0,655,2866,43,697,694,98,604,113,163,232,47,86,47,0.030839895,0.056430446,0.030839895,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-8.raw
40,16,9.6,0,204.575,1505,37.625,8183,204.575,0,655,2872,43,697,703,98,604,113,162,232,47,86,47,0.030900723,0.056541749,0.030900723,4,4,24,1,0,0,0,0,4,2,6,0,0,0,0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-0ff8657601160622ceb93aec69eddfc9a810888bbd5c0c651ff856cd9e760d71-9.raw
42,16,10.71428571,0,208.0952381,1603,38.16666667,8740,208.0952381,0,664,3042,44,672,837,104,648,120,177,260,47,88,47,0.028502122,0.053365676,0.028502122,3,3,18,1,0,0,0,0,4,2,7,0,0,0,0,0.095238095,0.047619048,0.166666667,138,389,221,26,24,116,0,122,86,0,8,Malware,Ransomware-Conti,Ransomware-Conti-1a0590175413c49a4c35a225adc5c223e1759c2a64f2e98f1c60953dbdcdec9a-1.raw
