,Class
28398,0
4196,0
25359,0
7072,0
40102,1
47545,1
27964,0
50283,1
51182,1
53656,1
47814,1
19684,0
38458,1
36557,1
23994,0
55410,1
6063,0
11085,0
13420,0
43848,1
53290,1
44117,1
3508,0
43572,1
20909,0
48982,1
30692,1
21838,0
3947,0
30989,1
52057,1
16746,0
28529,0
13214,0
56697,1
7370,0
54371,1
29058,0
26003,0
51132,1
24522,0
11793,0
978,0
51551,1
28259,0
16259,0
3714,0
21693,0
56598,1
28110,0
22514,0
39904,1
18406,0
27531,0
9354,0
34930,1
11422,0
18891,0
48797,1
8749,0
15127,0
32,0
38151,1
41478,1
13515,0
17985,0
35323,1
50265,1
13003,0
34383,1
5409,0
28552,0
15266,0
36032,1
27312,0
29962,1
15574,0
22503,0
31625,1
51639,1
36429,1
53296,1
42610,1
39143,1
28733,0
27719,0
32671,1
48355,1
50211,1
2683,0
44995,1
20896,0
54407,1
50798,1
15073,0
26175,0
8301,0
7839,0
21237,0
4156,0
33051,1
4896,0
6806,0
56948,1
33511,1
10935,0
48833,1
55663,1
44533,1
57141,1
16409,0
16991,0
58564,1
24478,0
11113,0
29895,1
44525,1
2314,0
43949,1
36205,1
20126,0
50643,1
33152,1
24779,0
31161,1
8456,0
36867,1
51296,1
52115,1
13212,0
4871,0
22376,0
47748,1
21032,0
48260,1
54459,1
16594,0
40384,1
10174,0
38586,1
4011,0
27040,0
55355,1
55401,1
41643,1
56044,1
7232,0
13848,0
36191,1
29875,1
37460,1
43459,1
674,0
8870,0
8492,0
5676,0
38783,1
6147,0
5974,0
22227,0
35071,1
9245,0
55341,1
26096,0
35167,1
15304,0
41890,1
21375,0
783,0
38125,1
5193,0
40900,1
58321,1
48914,1
4646,0
35775,1
27199,0
51019,1
57388,1
3089,0
35173,1
3999,0
27909,0
33476,1
13796,0
42608,1
9393,0
41775,1
5604,0
4812,0
11034,0
4554,0
44830,1
52768,1
48107,1
50106,1
36210,1
43557,1
50162,1
49651,1
45575,1
44764,1
36734,1
38908,1
21368,0
39875,1
19940,0
47245,1
7551,0
36315,1
57876,1
47049,1
37393,1
38753,1
47112,1
41146,1
14183,0
20089,0
53095,1
10033,0
39144,1
20713,0
9515,0
4421,0
8525,0
21687,0
41876,1
11936,0
99,0
37766,1
45081,1
38911,1
35162,1
35056,1
9062,0
56198,1
29088,0
1959,0
1270,0
25717,0
24404,0
18442,0
25415,0
16995,0
1237,0
23281,0
12,0
50914,1
54456,1
54854,1
54416,1
17984,0
5230,0
12545,0
44950,1
51995,1
34415,1
56661,1
7359,0
38858,1
39203,1
11567,0
7185,0
40772,1
51318,1
7928,0
30367,1
50683,1
26221,0
58342,1
10570,0
27319,0
21055,0
48284,1
43735,1
50165,1
40445,1
15851,0
58113,1
1005,0
48421,1
49156,1
5328,0
10129,0
49872,1
35970,1
53776,1
8488,0
30565,1
19484,0
32810,1
58387,1
42090,1
13573,0
52043,1
11388,0
34658,1
41223,1
18491,0
19587,0
53673,1
54736,1
5180,0
57019,1
48931,1
22275,0
863,0
48783,1
22092,0
8075,0
14491,0
20671,0
17916,0
46193,1
26664,0
43425,1
28220,0
3605,0
40099,1
46511,1
15613,0
46377,1
52766,1
9898,0
30459,1
7495,0
17830,0
7438,0
28734,0
15389,0
15947,0
6253,0
13381,0
46985,1
23231,0
19321,0
14974,0
14144,0
32811,1
47728,1
16143,0
29023,0
2464,0
10815,0
13098,0
39371,1
21347,0
42727,1
31959,1
48930,1
56293,1
31269,1
33605,1
2601,0
7698,0
1269,0
30761,1
38965,1
24667,0
37206,1
16736,0
44969,1
21099,0
17978,0
52379,1
24257,0
47673,1
2933,0
31908,1
63,0
2188,0
52012,1
33596,1
46008,1
13731,0
7538,0
5038,0
51954,1
17655,0
15024,0
54752,1
31004,1
49122,1
53723,1
55933,1
31211,1
2227,0
456,0
16740,0
33374,1
13641,0
56599,1
34412,1
16888,0
37265,1
5069,0
1227,0
52535,1
7876,0
5014,0
25094,0
9731,0
24932,0
4268,0
37202,1
19464,0
1644,0
47123,1
41451,1
37445,1
6027,0
42768,1
46053,1
32990,1
8005,0
1209,0
32029,1
28869,0
45383,1
40213,1
53573,1
52124,1
36278,1
1887,0
29676,1
43202,1
15754,0
51893,1
16215,0
25281,0
25196,0
29050,0
17140,0
27114,0
43951,1
22174,0
4429,0
42420,1
51744,1
5030,0
54825,1
35999,1
34562,1
48409,1
32328,1
46336,1
44463,1
10710,0
39632,1
34215,1
39333,1
48196,1
2868,0
38413,1
44942,1
12558,0
12619,0
26418,0
22710,0
8242,0
6862,0
53294,1
454,0
56927,1
32058,1
16867,0
24353,0
43296,1
40949,1
54496,1
9093,0
54667,1
3050,0
11721,0
52165,1
30199,1
50270,1
53128,1
37338,1
8044,0
6425,0
33063,1
19037,0
18007,0
43267,1
22255,0
52171,1
3782,0
52661,1
11358,0
58355,1
40981,1
43695,1
35859,1
45438,1
50880,1
15789,0
41972,1
17751,0
8339,0
23264,0
56216,1
10992,0
55745,1
54042,1
47108,1
1571,0
12148,0
32827,1
19917,0
9025,0
45829,1
24760,0
16698,0
40428,1
11056,0
42360,1
52039,1
9244,0
6590,0
33136,1
40709,1
48162,1
13464,0
55214,1
42038,1
43673,1
28292,0
56684,1
51161,1
58239,1
40482,1
37427,1
39202,1
6480,0
5187,0
4183,0
23013,0
34999,1
15738,0
52877,1
2883,0
51859,1
55751,1
36978,1
22779,0
28451,0
17027,0
57333,1
24772,0
40996,1
18628,0
56341,1
29053,0
15189,0
10994,0
35062,1
15426,0
50100,1
58394,1
26224,0
19295,0
2664,0
31338,1
50019,1
24991,0
57671,1
55755,1
13241,0
1902,0
31073,1
30710,1
6354,0
4083,0
11651,0
30659,1
37280,1
16979,0
23023,0
27669,0
39098,1
14398,0
24157,0
831,0
12438,0
20174,0
27882,0
17225,0
25506,0
3485,0
29170,0
30803,1
6658,0
33190,1
28107,0
51453,1
9137,0
45942,1
22104,0
18203,0
55183,1
30615,1
45885,1
10700,0
42223,1
41144,1
55079,1
4810,0
8911,0
40718,1
24516,0
28599,0
9056,0
19257,0
17993,0
19433,0
24238,0
57988,1
54833,1
20438,0
48757,1
9274,0
9417,0
5467,0
57386,1
12521,0
23716,0
17261,0
56339,1
20646,0
57398,1
31256,1
2012,0
35814,1
11295,0
5248,0
8727,0
28131,0
11672,0
37045,1
43520,1
53273,1
5380,0
36983,1
57609,1
21707,0
53977,1
39392,1
54931,1
12817,0
42883,1
21234,0
29290,0
1351,0
56390,1
17780,0
43104,1
44596,1
7285,0
52680,1
17965,0
1710,0
1004,0
47347,1
46091,1
42446,1
6015,0
4775,0
24137,0
57449,1
25794,0
2742,0
38901,1
54145,1
50429,1
5037,0
24389,0
35480,1
1649,0
22942,0
7238,0
57832,1
8256,0
4024,0
7049,0
49371,1
2059,0
52979,1
27439,0
51458,1
43869,1
42276,1
9195,0
22770,0
53459,1
16117,0
55128,1
19639,0
47888,1
39741,1
6579,0
38220,1
51237,1
36049,1
26618,0
48952,1
48426,1
32509,1
27539,0
49571,1
33384,1
4930,0
10999,0
3203,0
38141,1
33335,1
41014,1
42454,1
9942,0
46529,1
44919,1
17315,0
17616,0
20934,0
25650,0
45854,1
6962,0
4635,0
21773,0
58566,1
52364,1
58339,1
29867,1
13115,0
6707,0
18940,0
41449,1
6225,0
3680,0
28067,0
37262,1
426,0
36617,1
47489,1
20424,0
48007,1
20192,0
36764,1
43512,1
46926,1
18967,0
2223,0
20579,0
6728,0
27450,0
51921,1
57118,1
6746,0
51380,1
12017,0
6984,0
605,0
3759,0
4002,0
45350,1
2410,0
48490,1
275,0
57752,1
7926,0
48436,1
33543,1
48986,1
54289,1
57614,1
55975,1
10712,0
56516,1
7050,0
54223,1
6929,0
56805,1
41266,1
18715,0
5876,0
6513,0
48402,1
19579,0
42174,1
6326,0
55169,1
17226,0
6001,0
38078,1
11268,0
14773,0
26073,0
37787,1
51801,1
11620,0
31751,1
52852,1
9514,0
11044,0
49621,1
13468,0
25239,0
53868,1
46297,1
41231,1
1443,0
51045,1
38649,1
29448,1
9400,0
15690,0
975,0
30270,1
40327,1
32429,1
48451,1
3590,0
5507,0
53040,1
42144,1
42209,1
7255,0
40160,1
43956,1
9092,0
33571,1
46498,1
10615,0
14573,0
40860,1
25831,0
40113,1
41939,1
37698,1
5259,0
39569,1
22097,0
963,0
49425,1
2266,0
39886,1
56602,1
45908,1
12824,0
48901,1
54756,1
13756,0
45813,1
45910,1
10484,0
1860,0
7132,0
47970,1
24433,0
53753,1
13256,0
40547,1
49200,1
15365,0
15348,0
30190,1
1390,0
32402,1
31185,1
16997,0
12313,0
38900,1
32976,1
32787,1
55069,1
38432,1
39945,1
46232,1
1894,0
9301,0
7479,0
54436,1
16647,0
26931,0
9340,0
15879,0
1053,0
5275,0
58558,1
27951,0
45119,1
43107,1
21148,0
38646,1
27299,0
53016,1
49303,1
44294,1
15097,0
53844,1
11842,0
21036,0
27457,0
16075,0
30953,1
56853,1
7712,0
56973,1
13494,0
44275,1
46743,1
56065,1
26658,0
51025,1
24123,0
368,0
44967,1
38322,1
29081,0
43799,1
55970,1
27944,0
10284,0
45865,1
4265,0
15619,0
40498,1
16470,0
31207,1
21505,0
52330,1
42846,1
52963,1
28277,0
5778,0
52981,1
30781,1
41306,1
12965,0
8676,0
14496,0
12245,0
42488,1
28028,0
17378,0
54386,1
12562,0
43698,1
47512,1
36206,1
42552,1
24923,0
8596,0
47804,1
20163,0
6119,0
23169,0
30055,1
8201,0
14128,0
43614,1
51295,1
9047,0
25803,0
47776,1
14480,0
58500,1
6101,0
45393,1
21495,0
3416,0
20779,0
44482,1
29447,1
8651,0
13819,0
35617,1
14621,0
38415,1
37637,1
40389,1
43213,1
38711,1
5127,0
2122,0
52820,1
4193,0
41664,1
48178,1
28140,0
16852,0
25639,0
48394,1
40913,1
44264,1
32555,1
13352,0
40150,1
46420,1
5471,0
53689,1
2366,0
49829,1
37632,1
56517,1
53997,1
15967,0
20218,0
39746,1
55548,1
25116,0
9965,0
43264,1
41338,1
44259,1
21057,0
4007,0
22653,0
18873,0
51418,1
53042,1
2438,0
56082,1
48846,1
12923,0
21745,0
15773,0
31914,1
164,0
36704,1
36283,1
9458,0
49978,1
19973,0
34463,1
32238,1
47126,1
12687,0
45425,1
5964,0
31886,1
2448,0
22489,0
15049,0
28503,0
46739,1
21824,0
21395,0
3383,0
41221,1
54250,1
41205,1
39764,1
25998,0
15898,0
36044,1
25653,0
23588,0
50790,1
379,0
40427,1
29038,0
52601,1
12821,0
8631,0
19732,0
37715,1
53049,1
45365,1
42336,1
17784,0
14725,0
9972,0
40168,1
4280,0
31045,1
35581,1
46123,1
55027,1
42405,1
6188,0
84,0
50534,1
44761,1
36104,1
55972,1
34277,1
4067,0
36601,1
49927,1
16933,0
9500,0
3569,0
42168,1
47093,1
37598,1
28348,0
33614,1
48437,1
30938,1
4678,0
46911,1
47158,1
19775,0
24571,0
56195,1
47310,1
34912,1
17141,0
39238,1
18295,0
56034,1
9753,0
15591,0
22378,0
41120,1
16676,0
27207,0
1541,0
20378,0
15821,0
57571,1
52870,1
55707,1
46236,1
44727,1
41328,1
52416,1
15905,0
550,0
54869,1
3918,0
19525,0
26604,0
1803,0
33055,1
2132,0
57725,1
47461,1
31018,1
28304,0
13533,0
44618,1
50061,1
19510,0
2648,0
42741,1
8883,0
10056,0
44899,1
28007,0
49736,1
57211,1
10962,0
9416,0
42701,1
32205,1
54952,1
10394,0
5945,0
14920,0
8771,0
56581,1
33754,1
9749,0
11264,0
50136,1
19053,0
29797,1
18884,0
12701,0
40598,1
3062,0
19961,0
53278,1
42980,1
15390,0
54325,1
41847,1
15124,0
30491,1
57439,1
31083,1
34509,1
43746,1
56340,1
41835,1
809,0
37721,1
10910,0
22827,0
57959,1
22815,0
35443,1
53671,1
38412,1
19396,0
22380,0
16570,0
54143,1
38378,1
52558,1
35594,1
17995,0
31877,1
26492,0
14597,0
50819,1
5819,0
28720,0
27241,0
51932,1
42616,1
46835,1
8116,0
26965,0
18798,0
46108,1
11236,0
37953,1
54497,1
1698,0
35188,1
7613,0
18341,0
29712,1
15555,0
34481,1
14945,0
29396,1
5631,0
35763,1
17122,0
21063,0
34119,1
34961,1
7936,0
44329,1
45396,1
54629,1
37371,1
22117,0
37244,1
57700,1
28837,0
47683,1
40281,1
36040,1
20121,0
13660,0
57226,1
31792,1
58112,1
9187,0
16796,0
43156,1
11076,0
33809,1
12308,0
6630,0
8890,0
15833,0
38048,1
47185,1
52410,1
16172,0
29200,0
4768,0
50809,1
23359,0
33530,1
35960,1
8422,0
30211,1
43100,1
38070,1
40527,1
24336,0
13658,0
40685,1
36697,1
34703,1
54530,1
29778,1
13388,0
2290,0
28512,0
16457,0
21231,0
36992,1
36225,1
4743,0
8314,0
52518,1
10180,0
26458,0
23738,0
48180,1
46477,1
51192,1
50771,1
12598,0
54821,1
20812,0
28519,0
17600,0
27926,0
38922,1
12974,0
49540,1
928,0
35568,1
40326,1
8165,0
19718,0
56374,1
22040,0
27974,0
46194,1
20529,0
13908,0
57412,1
16614,0
30153,1
23841,0
15337,0
21914,0
4039,0
3917,0
50220,1
32061,1
56448,1
45726,1
36636,1
19422,0
35269,1
49818,1
55361,1
30798,1
50517,1
46107,1
16357,0
44923,1
6805,0
39855,1
12769,0
29062,0
31267,1
600,0
26402,0
262,0
54243,1
53644,1
37510,1
12776,0
1857,0
43921,1
19565,0
50526,1
16484,0
20444,0
9222,0
35177,1
17339,0
26892,0
36485,1
31463,1
10389,0
45686,1
6174,0
23817,0
26833,0
43937,1
14606,0
20672,0
9607,0
42850,1
30355,1
35967,1
2966,0
8238,0
34799,1
37631,1
12412,0
57566,1
15383,0
12978,0
14127,0
23143,0
30425,1
18859,0
53986,1
1173,0
11047,0
43744,1
34586,1
13850,0
24529,0
50088,1
6479,0
54156,1
1272,0
26279,0
43643,1
25322,0
34822,1
9829,0
36987,1
26444,0
56024,1
20613,0
22863,0
42969,1
13393,0
4087,0
824,0
48613,1
39488,1
15484,0
10411,0
27014,0
57642,1
6908,0
55740,1
1002,0
22798,0
35829,1
22807,0
7361,0
4742,0
25494,0
33601,1
52611,1
13090,0
35684,1
38342,1
55607,1
58314,1
4592,0
38879,1
38915,1
25324,0
34787,1
53464,1
12795,0
9509,0
30808,1
56401,1
47863,1
26921,0
40867,1
44373,1
39131,1
19091,0
11488,0
19189,0
18036,0
38676,1
51213,1
31131,1
18592,0
33635,1
10514,0
53706,1
40270,1
25428,0
28403,0
2476,0
3624,0
44366,1
49094,1
485,0
16375,0
49951,1
43323,1
21658,0
8484,0
25449,0
2924,0
31750,1
56455,1
44055,1
40114,1
27545,0
20653,0
8855,0
51281,1
21775,0
36497,1
31994,1
12358,0
17349,0
17827,0
8606,0
11197,0
35052,1
1539,0
56897,1
17819,0
11096,0
565,0
17663,0
52759,1
6543,0
25011,0
7670,0
58099,1
54069,1
5550,0
4874,0
40543,1
22134,0
48983,1
55568,1
33801,1
32039,1
20312,0
2631,0
45953,1
48156,1
12243,0
43200,1
3011,0
22638,0
26021,0
44834,1
55506,1
19689,0
32003,1
51696,1
1982,0
55182,1
34547,1
11355,0
45694,1
27187,0
19210,0
51500,1
38808,1
3351,0
35890,1
39611,1
36700,1
37968,1
22084,0
49251,1
32434,1
36765,1
36581,1
49948,1
26515,0
13750,0
23362,0
37890,1
32410,1
36239,1
29984,1
51020,1
41301,1
39443,1
44547,1
55127,1
33168,1
55133,1
23288,0
19878,0
52976,1
11126,0
47556,1
46756,1
31512,1
26800,0
53510,1
36838,1
33675,1
32860,1
129,0
9140,0
50339,1
47005,1
28961,0
812,0
11335,0
16827,0
48604,1
9651,0
26804,0
30477,1
53691,1
19964,0
7282,0
8607,0
36230,1
8396,0
44489,1
52686,1
6834,0
51217,1
40629,1
46463,1
14074,0
23249,0
4355,0
51775,1
23896,0
8161,0
997,0
13154,0
27967,0
56871,1
34752,1
26112,0
4708,0
24438,0
15805,0
15342,0
16841,0
46460,1
40833,1
16437,0
56162,1
54274,1
45808,1
51116,1
38037,1
31021,1
27351,0
2070,0
3139,0
49989,1
27540,0
35498,1
34975,1
42864,1
38592,1
8437,0
10783,0
21001,0
3646,0
6128,0
21440,0
6544,0
35327,1
53137,1
22351,0
55913,1
51806,1
53176,1
15371,0
50306,1
2017,0
43694,1
43210,1
43981,1
1559,0
31809,1
35532,1
29775,1
29532,1
13873,0
13136,0
58293,1
37528,1
45640,1
45664,1
6578,0
35619,1
46137,1
43766,1
14775,0
39838,1
18283,0
43207,1
58250,1
44576,1
56801,1
27073,0
58356,1
33722,1
4074,0
19240,0
45158,1
15971,0
4832,0
38470,1
50402,1
37230,1
3975,0
9372,0
3263,0
10812,0
15726,0
40555,1
32041,1
52974,1
2102,0
23046,0
30890,1
12042,0
45470,1
53589,1
15713,0
50940,1
25497,0
8435,0
47007,1
32326,1
42517,1
43481,1
37548,1
18255,0
6777,0
22840,0
15556,0
27988,0
55139,1
53157,1
56360,1
52978,1
53564,1
19281,0
36178,1
5224,0
2331,0
27977,0
53081,1
54111,1
22080,0
49615,1
13880,0
25310,0
6888,0
26865,0
28160,0
28129,0
27936,0
27861,0
36829,1
55421,1
2540,0
24066,0
18521,0
10624,0
50741,1
39601,1
29178,0
38611,1
50498,1
6011,0
10441,0
222,0
41952,1
48003,1
31340,1
51092,1
28401,0
1945,0
22517,0
45362,1
30668,1
37955,1
28275,0
22828,0
44433,1
14117,0
13338,0
3688,0
28545,0
49448,1
530,0
13264,0
24018,0
21593,0
35668,1
2349,0
1718,0
29928,1
33062,1
19413,0
40394,1
51694,1
22835,0
45426,1
24278,0
41877,1
52152,1
22621,0
38099,1
47810,1
30154,1
55981,1
34555,1
25464,0
6435,0
13692,0
32437,1
46560,1
14674,0
13085,0
4282,0
39236,1
52065,1
4963,0
5338,0
58196,1
22616,0
57396,1
38524,1
18808,0
14650,0
12615,0
35951,1
21803,0
30235,1
33702,1
44381,1
55432,1
52450,1
55111,1
19808,0
34024,1
53919,1
28209,0
50492,1
13114,0
40613,1
45760,1
21175,0
46597,1
815,0
44048,1
4246,0
16833,0
48281,1
36731,1
33485,1
32948,1
49824,1
52757,1
23036,0
31654,1
7197,0
50995,1
56676,1
20971,0
33176,1
23719,0
33737,1
54427,1
1669,0
13786,0
51697,1
55855,1
5149,0
40234,1
39673,1
53130,1
45034,1
34560,1
6603,0
22011,0
33094,1
57639,1
1379,0
55135,1
18387,0
41526,1
44405,1
39105,1
21663,0
26686,0
46158,1
36092,1
18252,0
566,0
967,0
41260,1
8776,0
4701,0
5502,0
49744,1
45642,1
56311,1
50681,1
18890,0
57021,1
33148,1
36661,1
2997,0
44975,1
15964,0
36358,1
29789,1
49134,1
55454,1
28420,0
15405,0
36996,1
54302,1
54339,1
38124,1
53925,1
52380,1
21859,0
47660,1
18282,0
12613,0
39712,1
15736,0
18174,0
30164,1
27496,0
1544,0
32133,1
3458,0
8280,0
1888,0
21866,0
46861,1
8378,0
8932,0
22150,0
49116,1
1357,0
14745,0
38163,1
46269,1
49139,1
29965,1
54498,1
16717,0
4817,0
49775,1
14977,0
46662,1
47084,1
35203,1
30371,1
179,0
23746,0
38489,1
52064,1
18901,0
21646,0
11564,0
35478,1
7725,0
14952,0
19536,0
4112,0
30554,1
57013,1
11134,0
54301,1
9449,0
33565,1
50138,1
47958,1
27437,0
53729,1
43794,1
19969,0
38034,1
34864,1
14298,0
17613,0
5339,0
51988,1
41654,1
57514,1
9963,0
4294,0
41324,1
25524,0
2768,0
7294,0
48453,1
46152,1
8247,0
21781,0
2341,0
33397,1
13642,0
27869,0
14023,0
48472,1
16504,0
5625,0
24143,0
17445,0
22342,0
10074,0
35504,1
30094,1
14857,0
10950,0
12027,0
52262,1
40723,1
33662,1
33467,1
24884,0
46281,1
25568,0
51107,1
20426,0
17452,0
1850,0
52804,1
20231,0
49088,1
39332,1
5220,0
17970,0
15071,0
11305,0
48378,1
47229,1
9594,0
28751,0
27769,0
27807,0
58382,1
16680,0
56336,1
38788,1
29393,1
45909,1
27789,0
20830,0
51398,1
53486,1
14032,0
23063,0
11434,0
37612,1
41034,1
19692,0
52982,1
57161,1
48467,1
14726,0
37700,1
28471,0
27982,0
36402,1
14999,0
39344,1
14832,0
41943,1
56709,1
3280,0
9647,0
2036,0
55709,1
31178,1
24210,0
14509,0
7696,0
54538,1
6431,0
47710,1
19138,0
17138,0
51383,1
18486,0
22571,0
31326,1
12859,0
18986,0
1398,0
38223,1
40880,1
32699,1
38772,1
14590,0
53935,1
50207,1
37134,1
49397,1
10472,0
47522,1
9041,0
41928,1
11283,0
1879,0
25986,0
17303,0
285,0
24763,0
28722,0
42890,1
46251,1
29006,0
1092,0
51167,1
23287,0
53096,1
42896,1
23652,0
42284,1
3623,0
49707,1
11910,0
46686,1
33129,1
31526,1
3192,0
19474,0
33273,1
37657,1
51909,1
53026,1
32554,1
53376,1
10660,0
56631,1
15923,0
53891,1
8976,0
54917,1
35249,1
17399,0
39773,1
7194,0
2185,0
21309,0
39863,1
1139,0
38881,1
45824,1
37855,1
51497,1
880,0
46596,1
31454,1
11681,0
48203,1
22744,0
25174,0
52701,1
1241,0
38024,1
27623,0
3405,0
19726,0
38655,1
43838,1
41743,1
12334,0
24333,0
43555,1
57772,1
22843,0
34907,1
2547,0
40105,1
43245,1
50932,1
2372,0
32403,1
407,0
2686,0
15529,0
25590,0
52072,1
29921,1
55824,1
34108,1
31227,1
10121,0
21401,0
25037,0
46361,1
53897,1
34786,1
6903,0
50109,1
43998,1
53112,1
28116,0
7108,0
27482,0
27218,0
5641,0
1536,0
52928,1
2108,0
2925,0
50041,1
26056,0
16382,0
44694,1
26228,0
44689,1
49231,1
33563,1
45055,1
44999,1
50120,1
35506,1
21035,0
1962,0
6925,0
33327,1
13253,0
10239,0
16626,0
14578,0
45482,1
42267,1
48454,1
38350,1
11317,0
9124,0
31081,1
8766,0
6052,0
27557,0
38271,1
52572,1
20101,0
29483,1
49465,1
50893,1
5040,0
52086,1
56289,1
8822,0
45437,1
40614,1
42585,1
8424,0
24148,0
35040,1
1910,0
5452,0
14780,0
14987,0
34186,1
32134,1
198,0
33450,1
29879,1
32349,1
35773,1
40351,1
45749,1
5696,0
9710,0
14914,0
19958,0
27729,0
14601,0
35570,1
41125,1
20390,0
30676,1
42720,1
45298,1
45340,1
10071,0
28444,0
53575,1
19505,0
38732,1
18276,0
31581,1
16222,0
4536,0
41219,1
36619,1
50747,1
37761,1
41708,1
36067,1
51660,1
33545,1
43571,1
44369,1
42099,1
58211,1
3795,0
42083,1
26798,0
24260,0
46291,1
24741,0
49455,1
48368,1
55374,1
14479,0
38943,1
14265,0
36589,1
24716,0
14810,0
54786,1
43772,1
15280,0
56706,1
16476,0
46542,1
53436,1
33773,1
40143,1
9709,0
42705,1
31676,1
31413,1
28898,0
3546,0
15578,0
53361,1
11640,0
56900,1
34661,1
15420,0
23479,0
11557,0
1472,0
52739,1
45109,1
20478,0
35417,1
13630,0
39289,1
24895,0
12209,0
23297,0
40786,1
706,0
40156,1
34581,1
45282,1
14239,0
12786,0
57059,1
33222,1
50663,1
16974,0
49115,1
34947,1
44308,1
11449,0
31395,1
9330,0
8279,0
42855,1
14279,0
20800,0
41473,1
37046,1
26011,0
6772,0
52309,1
58544,1
53850,1
5120,0
48995,1
40854,1
50040,1
7516,0
5288,0
41225,1
18731,0
25901,0
50381,1
36732,1
18569,0
26844,0
15357,0
31589,1
42568,1
51907,1
16593,0
11367,0
1845,0
56873,1
21657,0
43064,1
58301,1
49681,1
50399,1
44428,1
22257,0
6403,0
8153,0
18302,0
50261,1
8619,0
50380,1
23005,0
54423,1
29012,0
45278,1
48412,1
13867,0
15257,0
50244,1
41362,1
38096,1
53512,1
44197,1
24921,0
22965,0
9943,0
5398,0
16869,0
1968,0
38333,1
42644,1
18680,0
55618,1
32208,1
12863,0
57869,1
38274,1
45257,1
7443,0
36546,1
2512,0
40977,1
56734,1
33583,1
42087,1
5266,0
631,0
13619,0
41163,1
652,0
11180,0
24586,0
18524,0
2202,0
54607,1
45611,1
9336,0
14690,0
9909,0
4929,0
9919,0
19848,0
55625,1
34269,1
25684,0
44474,1
43074,1
4921,0
40941,1
28650,0
49578,1
44760,1
28071,0
12419,0
10560,0
31888,1
5721,0
56605,1
14264,0
12446,0
42773,1
14876,0
28547,0
57310,1
13210,0
52291,1
43672,1
55825,1
51608,1
49659,1
20777,0
73,0
40774,1
20712,0
24374,0
34926,1
26978,0
40608,1
45600,1
56378,1
2304,0
52859,1
9112,0
50852,1
49845,1
5091,0
30893,1
20042,0
8213,0
35962,1
29308,1
49061,1
6020,0
54288,1
7437,0
15109,0
26894,0
11636,0
20008,0
55262,1
9561,0
37644,1
42792,1
7012,0
57407,1
10308,0
55408,1
20965,0
52568,1
49512,1
24237,0
2391,0
25883,0
24206,0
30449,1
48024,1
21638,0
42461,1
8131,0
16038,0
15081,0
20145,0
1889,0
51679,1
35790,1
1781,0
51852,1
38520,1
33428,1
28686,0
54077,1
44098,1
10166,0
8369,0
21320,0
31424,1
38893,1
18469,0
45297,1
57350,1
34847,1
52011,1
12586,0
48896,1
4242,0
25229,0
20000,0
14322,0
29025,0
32565,1
10036,0
5061,0
49539,1
18561,0
74,0
27476,0
27444,0
28941,0
52178,1
17588,0
49537,1
37289,1
24793,0
46169,1
30167,1
50195,1
43637,1
44992,1
58552,1
54555,1
39840,1
54738,1
10286,0
13608,0
8394,0
51978,1
6390,0
51770,1
32618,1
13329,0
23999,0
45173,1
15321,0
21706,0
19899,0
34241,1
11628,0
53953,1
3124,0
41485,1
2414,0
47744,1
48752,1
55375,1
24249,0
43790,1
52529,1
6193,0
13542,0
11509,0
23015,0
53008,1
23182,0
29578,1
16844,0
4668,0
48766,1
6625,0
2736,0
46696,1
13343,0
39033,1
43247,1
14321,0
31026,1
22536,0
18362,0
13270,0
49282,1
49742,1
39903,1
51148,1
6029,0
35796,1
30551,1
8255,0
11783,0
35396,1
32839,1
2834,0
33426,1
45432,1
15162,0
5691,0
22570,0
40119,1
40032,1
2473,0
58258,1
43556,1
25516,0
42372,1
42531,1
32214,1
54739,1
47019,1
5689,0
44092,1
14637,0
24814,0
8144,0
49055,1
51902,1
25107,0
11914,0
6745,0
1459,0
33510,1
14575,0
57168,1
54757,1
11075,0
30432,1
3777,0
22201,0
44833,1
38442,1
48775,1
16297,0
51156,1
41538,1
46289,1
36623,1
884,0
18393,0
39864,1
23323,0
26347,0
36524,1
5028,0
18737,0
47132,1
25101,0
57376,1
13265,0
14176,0
21442,0
998,0
49389,1
56518,1
14903,0
38920,1
20412,0
46652,1
54616,1
25212,0
19391,0
24810,0
18342,0
27548,0
15994,0
47729,1
25445,0
56868,1
34748,1
8001,0
19562,0
4915,0
49807,1
50692,1
42712,1
55937,1
7940,0
24057,0
45755,1
21405,0
41148,1
14827,0
48738,1
48544,1
3721,0
22725,0
44737,1
58174,1
36511,1
34677,1
56179,1
53759,1
2260,0
34803,1
34929,1
12957,0
19928,0
46717,1
16503,0
50832,1
65,0
33331,1
43285,1
47252,1
13592,0
15159,0
49357,1
14546,0
17742,0
42025,1
10416,0
48076,1
34380,1
45764,1
11764,0
24495,0
10536,0
52018,1
21317,0
7766,0
40698,1
18397,0
35626,1
6586,0
128,0
44961,1
9407,0
35865,1
42278,1
1672,0
19453,0
21609,0
41303,1
32455,1
28672,0
11071,0
4342,0
30103,1
20086,0
51687,1
33848,1
37209,1
11624,0
27526,0
2982,0
41787,1
14163,0
18198,0
20703,0
49422,1
45981,1
5599,0
34554,1
12083,0
8709,0
40946,1
17190,0
24908,0
41343,1
34105,1
52411,1
17755,0
888,0
45348,1
55694,1
25552,0
10404,0
5846,0
40407,1
58019,1
11709,0
43482,1
